code_nsf,code_scolarite,sigle_type_formation,libelle_type_formation,libelle_formation_principal,sigle_formation,duree,niveau_de_sortie_indicatif,code_rncp,niveau_de_certification,libelle_niveau_de_certification,tutelle,url_et_id_onisep,domainesous-domaine
,,,formation d'école spécialisée,diplôme d'études supérieures de notariat,DESN,2 ans,bac + 7,39262,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9898,"économie, droit, politique/droit privé"
341,13534122,,master,master mention urbanisme et aménagement,,2 ans,bac + 5,40019,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10999,"environnement, énergies, propreté/aménagement du territoire | environnement, énergies, propreté/urbanisme"
200,43020006,,baccalauréat technologique,bac techno STI2D sciences et technologies de l'industrie et du développement durable enseignement spécifique systèmes d'information et numérique,,1 an,bac ou équivalent,,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.3317,"informatique, Internet/informatique (généralités) | informatique, Internet/systèmes et réseaux"
128,1351280W,,master,master mention droit international et droit européen,,2 ans,bac + 5,36113,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.4844,"économie, droit, politique/droit international"
221,45022110,BP,brevet professionnel,BP boucher,,2 ans,bac ou équivalent,37310,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.616,"matières premières, fabrication, industries/agroalimentaire | commerce, marketing, vente/grande distribution et petits commerces"
134,,,formation d'école spécialisée,bachelor cinéma d'animation 2D - 3D,,3 ans,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8297,"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/audiovisuel"
312,25131201,BUT,bachelor universitaire de technologie,BUT gestion administrative et commerciale des organisations parcours management commercial et marketing omnicanal,,3 ans,bac + 3,35388,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.8020,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente | gestion des entreprises, comptabilité/ressources humaines"
254,56T25407,TP,titre professionnel,TP peintre en carrosserie,,1 an,CAP ou équivalent,39537,5,niveau 3,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.10597,mécanique/automobile
310 | 312 | 100,16X31003,,formation d'école spécialisée,manager du développement commercial (ISD Flaubert),,2 ans,bac + 5,34627,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8714,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente"
251,,,diplôme d'ingénieur,diplôme d'ingénieur de l'École nationale supérieure d'arts et métiers spécialité mécanique en partenariat avec l'ITII Champagne-Ardenne,ENSAM,3 ans,bac + 5,39303,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10849,"mécanique/automatismes | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | matières premières, fabrication, industries/maintenance, qualité | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation"
315,,FCIL,formation complémentaire d'initiative locale,FCIL assistant(e) paie,,1 an,bac + 1,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2860,"gestion des entreprises, comptabilité/ressources humaines"
200 | 326,25120005,BUT,bachelor universitaire de technologie,"BUT qualité, logistique industrielle et organisation parcours management de la transformation digitale",,3 ans,bac + 3,35353,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.8544,"mécanique/automatismes | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/génie industriel | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/méthodes industrialisation | sciences/physique | informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information"
227,,mastère spé.,mastère spécialisé,mastère spé. éco-innovation et nouvelles technologies de l'énergie,,1 an,bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3093,"environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/fonction production (généralités)"
220,25022023,,licence professionnelle,licence pro mention métiers de l'industrie : conception et processus de mise en forme des matériaux,,1 an,bac + 3,30127,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5064,"matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/génie industriel | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/matériaux"
227,46T22703,TP,titre professionnel,TP technicien d'intervention en froid et équipements de cuisines professionnelles,,1 an,bac ou équivalent,35525,4,niveau 4,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.1777,"environnement, énergies, propreté/énergies | armée, sécurité/sécurité, prévention"
310,43031018,,baccalauréat technologique,bac techno STMG sciences et technologies du management et de la gestion enseignement spécifique mercatique (marketing),,1 an,bac ou équivalent,,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.3136,"commerce, marketing, vente/marketing, vente"
233,,,formation d'école spécialisée,designer éco et matière,,3 ans,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8249,"arts, culture, artisanat/arts appliqués"
227,32022709,BTS,brevet de technicien supérieur,"BTS fluides, énergies, domotique option A génie climatique et fluidique",,2 ans,bac + 2,38361,3,niveau 5,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.6082,"environnement, énergies, propreté/énergies | construction, architecture, travaux publics/équipement technique | sciences/physique"
326,26C3260E,,formation d'école spécialisée,chargé d'affaires en hautes technologies,,1 an,bac + 3,34399,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4185,"commerce, marketing, vente/grande distribution et petits commerces | informatique, Internet/informatique (généralités) | commerce, marketing, vente/marketing, vente"
320 | 322,26X32029,,formation d'école spécialisée,concepteur en communication graphique et numérique,,3 ans,bac + 3,39605,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10889,"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/journalisme, édition, publicité"
321,36X32102,,formation d'école spécialisée,animateur en expression radiophonique,,2 ans,bac + 2,36043,3,niveau 5,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7405,"information-communication, audiovisuel/audiovisuel | information-communication, audiovisuel/journalisme, édition, publicité"
310 | 312 | 315,16031011,,diplôme d'école de commerce visé de niveau bac + 4 ou 5,diplôme d'études spécialisées en management et gestion de projet,DESMAP,2 ans,bac + 5,38874,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10508,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente"
315,16X31504,,formation d'école spécialisée,manager des ressources humaines (IPAC Sciences U),,2 ans,bac + 5,38489,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9875,"gestion des entreprises, comptabilité/ressources humaines"
312,16X31250,,formation d'école spécialisée,manager du marketing et de la communication,,2 ans,bac + 5,36608,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8326,"information-communication, audiovisuel/communication | information-communication, audiovisuel/journalisme, édition, publicité | commerce, marketing, vente/marketing, vente"
